Sport,Team Name,Wins,Losses,Year,Zscore,AbsValZscore
MLB,Los Angeles Angels,72,90,2019,-1.4142135623730951,1.4142135623730951
MLB,Colorado Rockies,71,91,2019,-1.5713484026367723,1.5713484026367723
MLB,San Diego Padres,70,92,2019,-1.7284832429004495,1.7284832429004495
MLB,Pittsburgh Pirates,69,93,2019,-1.8856180831641267,1.8856180831641267
MLB,Seattle Mariners,68,94,2019,-2.042752923427804,2.042752923427804
MLB,Toronto Blue Jays,67,95,2019,-2.199887763691481,2.199887763691481
MLB,Kansas City Royals,59,103,2019,-3.456966485800899,3.456966485800899
MLB,Miami Marlins,57,105,2019,-3.7712361663282534,3.7712361663282534
MLB,Baltimore Orioles,54,108,2019,-4.242640687119286,4.242640687119286
MLB,Detroit Tigers,47,114,2019,-5.280339721801974,5.280339721801974
